Id,Level,Reading_On,Reading_Kun,Strokes
刹,2,"['セツ', 'サツ']",['てら'],8
拶,2,['サツ'],['せま（る）'],9
恣,2,['シ'],['ほしいまま'],10
摯,2,['シ'],"['あら（い）', 'と（る）', 'にえ', 'まこと']",15
餌,2,['ジ'],"['え', 'えさ', 'く（う）', 'たべもの']",15
叱,2,"['シツ', 'シチ']",['しか（る）'],5
嫉,2,['シツ'],"['そね（む）', 'にく（む）', 'ねた（む）']",13
腫,2,"['シュ', 'ショウ']","['は（らす）', 'は（れる）', 'はれもの']",13
呪,2,"['ジュ', 'シュ', 'シュウ']","['のろ（う）', 'まじな（い）', 'まじな（う）']",8
袖,2,['シュウ'],['そで'],10
羞,2,['シュウ'],"['すす（める）', 'はじ', 'は（じる）', 'はずかし（め）', 'はずかし（める）']",11
丑,1,['チュウ'],['うし'],4
蹴,2,"['シュウ', 'シュク']",['け（る）'],19
憧,2,"['ショウ', 'トウ', 'ドウ']",['あこが（れる）'],15
拭,2,"['ショク', 'シキ']","['ぬぐ（う）', 'ふ（く）']",9
尻,2,['コウ'],"['しり', 'けつ']",5
芯,2,['シン'],['とうしんぐさ'],7
腎,2,"['ジン', 'シン']",[],13
須,2,"['ス', 'シュ']","['しばら（く）', 'すべから（く）', 'すべか（らく）', 'ま（つ）', 'もち（いる）', 'もと（める）']",12
裾,2,['キョ'],['すそ'],13
凄,2,['セイ'],"['さむ（い）', 'すご（い）', 'すご（む）', 'すさ（まじい）']",10
醒,2,['セイ'],"['さ（ます）', 'さ（める）']",16
脊,2,['セキ'],"['せ', 'せい']",10
戚,2,['セキ'],"['いた（む）', 'うれ（える）', 'みうち']",11
煎,2,['セン'],"['い（る）', 'に（る）']",13
羨,2,"['セン', 'エン', 'ゼン']","['うらや（ましい）', 'うらや（む）', 'あま（る）', 'はかみち']",13
㳄,-1,"['エン', 'セン', 'ゼン']",['よだれ'],7
腺,2,['セン'],['すじ'],13
詮,2,['セン'],"['あきらか', 'えら（ぶ）', 'しら（べる）', 'そな（わる）']",13
箋,2,['セン'],"['かきもの', 'てがみ', 'ときあ（かし）', 'なふだ', 'はりふだ', 'ふだ']",14
戔,1,"['サン', 'ザン', 'セン']",['そこ（なう）'],8
膳,2,"['ゼン', 'セン']","['かしわ', 'そな（える）']",16
狙,2,['ソ'],"['ねら（う）', 'さる']",8
遡,2,['ソ'],"['さかのぼ（る）', 'む（かう）']",14
爽,2,"['ソウ', 'ショウ']","['さわ（やか）', 'あき（らか）', 'たが（う）']",11
㸚,-1,,,-1
痩,2,"['ソウ', 'シュウ']","['や（せる）', 'こ（ける）', 'ほそ（い）']",12
踪,2,"['ソウ', 'シュウ']",['あと'],15
捉,2,['ソク'],"['とら（える）', 'つか（まえる）', 'と（る）']",10
遜,2,['ソン'],"['のが（れる）', 'へりくだ（る）', 'ゆず（る）']",14
汰,2,"['タ', 'タイ']","['おご（る）', 'にご（る）', 'よな（げる）']",7
唾,2,"['ダ', 'タ']","['つば', 'つばき']",11
堆,2,"['タイ', 'ツイ']",['うずたか（い）'],11
戴,2,['タイ'],['いただ（く）'],17
誰,2,['スイ'],"['だれ', 'た', 'たれ']",15
綻,2,['タン'],"['ほころ（びる）', 'ほころ（ぶ）']",14
緻,2,['チ'],['こま（かい）'],16
酎,2,['チュウ'],[],10
貼,2,"['チョウ', 'テン']","['は（る）', 'つ（ける）']",12
嘲,2,"['チョウ', 'トウ']","['あざけ（る）', 'からか（う）']",15
捗,2,['チョク'],['はかど（る）'],10
椎,2,"['ツイ', 'スイ']","['う（つ）', 'しい', 'せぼね', 'つち']",12
爪,2,['ソウ'],"['つま', 'つめ']",4
鶴,2,['カク'],['つる'],21
諦,2,"['テイ', 'タイ']","['あきら（める）', 'つまび（らか）', 'まこと']",16
溺,2,"['デキ', 'ジョウ', 'ニョウ']","['おぼ（れる）', 'いばり', 'ゆばり']",13
填,2,"['テン', 'チン']","['うず（まる）', 'うず（める）', 'は（まる）', 'は（める）', 'ふさ（がる）', 'ふさ（ぐ）']",13
妬,2,"['ト', 'ツ']","['ねた（む）', 'そね（む）', 'や（く）']",8
賭,2,['ト'],"['か（ける）', 'かけ']",16
者,11,['シャ'],['もの'],9
藤,2,['トウ'],['ふじ'],18
滕,1,['トウ'],"['わきあ（がる）', 'わ（く）']",15
瞳,2,"['ドウ', 'トウ']",['ひとみ'],17
栃,7,[],['とち'],9
頓,2,"['トン', 'トツ']","['くる（しむ）', 'つか（れる）', 'つまず（く）', 'とど（まる）', 'とみ（に）', 'ぬか（ずく）', 'ひたぶる']",13
貪,2,"['ドン', 'タン']",['むさぼ（る）'],11
丼,2,"['セイ', 'ショウ', 'タン', 'トン']","['どん', 'どんぶり']",5
那,2,"['ナ', 'ダ']","['いかん（ぞ）', 'なに', 'なん（ぞ）']",7
奈,7,"['ナ', 'ダイ', 'ナイ']","['いかん', 'いかん（ぞ）', 'なん（ぞ）']",8
梨,7,['リ'],['なし'],11
謎,2,"['ベイ', 'メイ']",['なぞ'],17
鍋,2,['カ'],['なべ'],17
虹,2,['コウ'],['にじ'],9
捻,2,"['ネン', 'デン']","['ねじ（る）', 'ひね（る）']",11
罵,2,['バ'],['ののし（る）'],15
剥,2,"['ハク', 'ホク']","['は（がす）', 'は（がれる）', 'は（ぐ）', 'は（げる）', 'と（る）', 'む（く）']",10
箸,2,['チョ'],['はし'],15
氾,2,['ハン'],"['あふ（れる）', 'ひろ（がる）']",5
汎,2,"['ハン', 'フウ', 'ホウ']","['あふ（れる）', 'う（かぶ）', 'ひろ（い）']",6
阪,7,['ハン'],['さか'],7
斑,2,['ハン'],"['ふ', 'ぶち', 'まだら']",12
眉,2,"['ミ', 'ビ']","['まゆ', 'としよ（り）', 'ふち']",9
膝,2,['シツ'],['ひざ'],15
肘,2,['チュウ'],['ひじ'],7
阜,7,['フ'],"['おか', 'ゆた（か）']",8
訃,2,['フ'],"['し（らせ）', 'つ（げる）']",9
蔽,2,['ヘイ'],"['おお（い）', 'おお（う）', 'くら（い）', 'さだ（める）']",15
餅,2,['ヘイ'],['もち'],15
璧,2,['ヘキ'],['たま'],18
蔑,2,['ベツ'],"['さげす（む）', 'くら（い）', 'ないがし（ろ）', 'なみ（する）']",14
戍,1,['ジュ'],"['たむろ', 'まも（る）']",6
哺,2,['ホ'],"['はぐく（む）', 'ふく（む）']",10
蜂,2,['ホウ'],"['はち', 'むら（がる）']",13
貌,2,"['ボウ', 'バク']","['かお', 'かたち']",14
豸,-1,"['ジ', 'タイ', 'ダイ', 'チ']",[],7
皃,-1,"['ボウ', 'バク']","['かお', 'かたち']",7
頬,2,['キョウ'],['ほお'],15
睦,2,"['ボク', 'モク']","['むつ（ぶ）', 'むつ（まじい）', 'むつ（む）']",13
勃,2,"['ボツ', 'ホツ']","['お（こる）', 'にわ（かに）']",9
孛,1,"['ハイ', 'ホツ', 'ボツ']",['ほうきぼし'],7
昧,2,"['マイ', 'バイ']",['くら（い）'],9
枕,2,"['シン', 'チン']",['まくら'],8
蜜,2,"['ミツ', 'ビツ']",[],14
冥,2,"['メイ', 'ミョウ']",['くら（い）'],10
昗,-1,,,-1
麺,2,"['メン', 'ベン']",['むぎこ'],16
冶,2,['ヤ'],"['い（る）', 'と（ける）', 'なまめ（かしい）']",7
弥,2,"['ビ', 'ミ']","['や', 'あまね（し）', 'いや', 'いよいよ', 'つくろ（う）', 'ひさ（しい）', 'わた（る）']",8
闇,2,['アン'],"['やみ', 'くら（い）']",17
喩,2,['ユ'],"['さと（す）', 'たと（える）', 'よろこ（ぶ）']",12
湧,2,"['ユウ', 'ヨウ']",['わ（く）'],12
妖,2,['ヨウ'],"['あや（しい）', 'なまめ（かしい）', 'わざわ（い）']",7
瘍,2,['ヨウ'],"['かさ', 'できもの']",14
沃,2,"['ヨク', 'オク']","['こ（える）', 'そそ（ぐ）']",7
拉,2,"['ラ', 'ラツ', 'ロウ']","['くじ（く）', 'ひ（く）', 'ひし（ぐ）', 'ひしゃ（げる）']",8
辣,2,['ラツ'],"['から（い）', 'きび（しい）', 'むご（い）']",14
藍,2,['ラン'],['あい'],18
璃,2,['リ'],[],14
慄,2,['リツ'],"['おそ（れる）', 'おのの（く）']",13
栗,1,"['リ', 'リツ']","['おのの（く）', 'きび（しい）', 'くり']",10
侶,2,"['リョ', 'ロ']",['とも'],9
瞭,2,['リョウ'],['あき（らか）'],17
瑠,2,['ル'],[],14
賂,2,['ロ'],"['まいな（い）', 'まいな（う）']",13
弄,2,['ロウ'],"['もてあそ（ぶ）', 'あなど（る）', 'いじく（る）', 'いじ（る）', 'いら（う）', 'たわむ（れる）', 'まさぐ（る）']",7
籠,2,"['ロウ', 'ル']","['かご', 'こ（もる）', 'こ（める）']",22
麓,2,['ロク'],['ふもと'],19
脇,2,['キョウ'],"['かたわ（ら）', 'わき']",10
貿,6,['ボウ'],['あきな（う）'],12
唖,1,"['ア', 'アク']","['ああ', 'おし', 'わら（う）']",10
娃,1,"['ア', 'アイ']",['うつく（しい）'],9
窪,1,"['ア', 'ワ']","['くぼ', 'くぼ（む）']",14
洼,-1,,,-1
蛙,1,"['ア', 'ワ']","['かえる', 'かわず', 'みだ（ら）']",12
阿,1,['ア'],"['お', 'おもね（る）', 'くま', 'ひさし', 'よ（る）']",8
渥,1,['アク'],"['あつ（い）', 'うるお（い）', 'こ（い）']",12
斡,1,"['アツ', 'カン']","['つかさど（る）', 'めぐ（る）']",14
庵,1,['アン'],['いおり'],11
按,1,['アン'],"['おさ（える）', 'かんが（える）', 'しら（べる）']",9
杏,1,"['アン', 'キョウ']",['あんず'],7
鞍,1,['アン'],['くら'],15
伊,1,['イ'],"['かれ', 'これ', 'ただ']",6
倭,1,"['イ', 'ワ']",['やまと'],10
夷,1,['イ'],"['えびす', 'えみし', 'ころ（す）', 'たい（らか）', 'たい（らげる）']",6
惟,1,"['イ', 'ユイ']","['おも（う）', 'おも（うに）', 'おもんみ（る）', 'これ', 'ただ']",11
葦,1,['イ'],"['あし', 'よし']",13
蔚,1,"['イ', 'ウツ']",[],14
謂,1,['イ'],"['いい', 'い（う）', 'いわ（れ）']",16
飴,1,"['イ', 'シ']",['あめ'],14
鮪,1,"['イ', 'ユウ']","['しび', 'まぐろ']",17
粥,1,"['イク', 'シュク']","['かゆ', 'ひさ（ぐ）']",12
郁,1,['イク'],"['かぐわ（しい）', 'さか（ん）', 'ふみ']",9
溢,1,['イツ'],"['あふ（れる）', 'おご（る）', 'こぼ（れる）', 'す（ぎる）', 'み（ちる）']",13
益,11,"['エキ', 'ヤク']","['ま（す）', 'ますます']",10
鰯,1,[],['いわし'],21
胤,1,['イン'],['たね'],9
蔭,1,['イン'],"['おお（う）', 'おかげ', 'かげ', 'しげ（る）']",14
鸚,1,"['イン', 'オウ', 'ヨウ']",[],28
嬰,1,['エイ'],"['あかご', 'ふ（れる）', 'みどりご', 'めぐ（る）']",17
佑,1,"['ウ', 'ユウ']","['たす（け）', 'たす（ける）']",7
烏,1,"['ウ', 'オ']","['いずく（んぞ）', 'からす', 'くろ（い）', 'なん（ぞ）']",10
迂,1,['ウ'],"['とお（い）', 'まが（る）']",7
苑,1,"['ウツ', 'エン', 'オン']","['その', 'ふさ（がる）']",8
廻,1,"['エ', 'カイ']","['まわ（す）', 'まわ（る）', 'めぐ（らす）', 'めぐ（る）']",9
慧,1,"['エ', 'ケイ']","['かしこ（い）', 'さと（い）']",15
彗,1,"['エ', 'ケイ', 'スイ']","['は（く）', 'ほうき', 'ほうきぼし']",11
叡,1,['エイ'],"['あき（らか）', 'かしこ（い）', 'さと（い）']",16
睿,-1,['エイ'],"['あき（らか）', 'かしこ（い）', 'さと（い）']",14
賏,-1,['エイ'],[],14
曳,1,['エイ'],['ひ（く）'],6
洩,1,"['エイ', 'セツ']","['の（びる）', 'も（れる）']",9
瑛,1,['エイ'],[],12
盈,1,['エイ'],['み（ちる）'],9
夃,-1,,,-1
穎,1,['エイ'],"['すぐ（れる）', 'ほさき']",16
厭,1,"['エン', 'オウ', 'オン', 'ユウ', 'ヨウ']","['あ（きる）', 'いと（う）', 'いや', 'おさ（える）']",14
猒,-1,,,-1
堰,1,['エン'],"['いせき', 'せき', 'せ（く）']",12
匽,-1,,,-1
掩,1,['エン'],"['おお（う）', 'かば（う）', 'たちま（ち）']",11
淵,1,['エン'],"['おくぶか（い）', 'ふか（い）', 'ふち']",12
爿,-1,"['ショウ', 'ゾウ']",[],4
焔,1,['エン'],"['ほのお', 'も（える）']",11
燕,1,['エン'],"['くつろ（ぐ）', 'さかもり', 'つばめ']",16
薗,1,"['エン', 'オン']","['その', 'にわ']",16
鳶,1,['エン'],"['とび', 'とんび']",14
鴛,1,['エン'],['おしどり'],16
於,1,"['オ', 'ヨ']","['お（いて）', 'お（ける）']",8
仒,-1,,,-1
凰,1,"['オウ', 'コウ']",['おおとり'],11
姶,1,['オウ'],['みめよ（い）'],9
襖,1,['オウ'],"['あお', 'ふすま', 'わたいれ']",18
奧,11,"['オウ', 'イク']","['おく', 'くま']",13
邑,1,"['オウ', 'ユウ']","['うれ（える）', 'くに', 'みやこ', 'むら']",7
鴨,1,['オウ'],['かも'],16
鴦,1,['オウ'],['おしどり'],16
鶯,1,['オウ'],['うぐいす'],21
𤇾,-1,,,-1
鴬,1,['オウ'],['うぐいす'],16
鴎,1,['オウ'],['かもめ'],15
鷹,1,"['オウ', 'ヨウ']",['たか'],24
䧹,-1,['ヨウ'],[],13
伽,1,"['カ', 'ガ', 'キャ']",['とぎ'],7
卦,1,"['カ', 'ケ']","['うらな（い）', 'うらな（う）']",8
嘉,1,['カ'],"['よ（い）', 'よみ（する）']",14
嘩,1,['カ'],['かまびす（しい）'],13
榎,1,['カ'],['えのき'],14
樺,1,['カ'],['かば'],14
珂,1,['カ'],[],9
茄,1,['カ'],"['なす', 'なすび', 'はす']",8
蝦,1,"['カ', 'ガ']","['えび', 'がま']",15
迦,1,['カ'],[],9
霞,1,['カ'],"['かすみ', 'かす（む）']",17
俄,1,['ガ'],"['にわか', 'にわ（か）']",9
峨,1,['ガ'],['けわ（しい）'],10
臥,1,['ガ'],"['ふしど', 'ふ（す）']",9
蛾,1,"['ガ', 'ギ']","['あり', 'ひひる', 'ひむし', 'まゆげ']",13
駕,1,['ガ'],"['しの（ぐ）', 'のりもの', 'の（る）']",15
凱,1,"['カイ', 'ガイ']","['かちどき', 'やわ（らぐ）']",12
豈,1,"['ガイ', 'キ']","['あに', 'たの（しむ）', 'やわ（らぐ）']",10
咳,1,"['カイ', 'ガイ']","['しわぶき', 'しわぶ（く）', 'せき', 'せ（く）']",9
堺,1,['カイ'],['さかい'],12
恢,1,['カイ'],"['おお（きい）', 'ひろ（い）']",9
晦,1,['カイ'],"['くら（い）', 'くら（ます）', 'つごもり', 'みそか']",11
檜,1,['カイ'],"['ひ', 'ひのき']",17
會,11,"['カイ', 'エ']","['あ（う）', 'あつ（まる）', 'あつ（める）']",13
桧,1,['カイ'],"['ひ', 'ひのき']",10
漑,1,"['カイ', 'ガイ']","['すす（ぐ）', 'そそ（ぐ）']",15
既,-1,['キ'],['すで（に）'],12
芥,1,"['カイ', 'ケ']","['あくた', 'からし']",7
蟹,1,['カイ'],['かに'],19
鎧,1,"['カイ', 'ガイ']","['よろい', 'よろ（う）']",18
魁,1,['カイ'],"['おお（きい）', 'かしら', 'さきがけ']",14
鮭,1,"['カイ', 'ケイ']","['さかな', 'さけ', 'ふぐ']",17
碍,1,"['ガイ', 'ゲ']","['ささ（える）', 'さまた（げる）']",13
苅,1,"['カイ', 'ガイ']",['か（る）'],7
劃,1,['カク'],"['くぎ（る）', 'わ（かつ）']",14
畫,11,"['ガ', 'カク']","['え', 'えが（く）', 'かぎ（る）', 'か（く）', 'はか（る）']",12
塙,1,"['カク', 'コウ']","['かた（い）', 'はなわ']",13
廓,1,['カク'],"['くるわ', 'ひろ（い）', 'ひろ（げる）', 'むな（しい）']",14
掴,1,['カク'],['つか（む）'],11
攪,1,"['カク', 'コウ']","['ま（ぜる）', 'みだ（す）']",23
覺,11,"['カク', 'コウ']","['おぼ（える）', 'さ（ます）', 'さ（める）', 'さと（り）', 'さと（る）']",20
撹,1,"['カク', 'コウ']","['ま（ぜる）', 'みだ（す）']",15
鍔,1,['ガク'],['つば'],17
鰐,1,['ガク'],['わに'],20
樫,1,[],['かし'],16
筈,1,['カツ'],"['はず', 'やはず']",12
恰,1,"['カッ', 'コウ']",['あたか（も）'],9
侃,1,['カン'],['つよ（い）'],8
函,1,['カン'],"['い（れる）', 'はこ', 'よろい']",8
凾,1,['カン'],"['い（れる）', 'はこ', 'よろい']",9
叹,-1,,,-1
姦,1,['カン'],"['かしま（しい）', 'みだら', 'よこしま']",9
奻,-1,,,-1
柑,1,['カン'],"['こうじ', 'みかん']",9
桓,1,['カン'],[],10
澗,1,"['カン', 'ケン']","['たに', 'たにみず']",15
灌,1,['カン'],['そそ（ぐ）'],20
雚,-1,['カン'],[],17
潅,1,['カン'],['そそ（ぐ）'],14
竿,1,['カン'],"['さお', 'ふだ']",9
翰,1,['カン'],"['てがみ', 'と（ぶ）', 'ふで', 'ふみ', 'みき']",16
舘,1,['カン'],"['やかた', 'たち', 'たて']",16
舍,11,"['シャ', 'セキ']","['いえ', 'お（く）', 'やど', 'やど（る）']",8
莞,1,['カン'],"['い', 'ふとい', 'むしろ']",10
菅,1,['カン'],"['すが', 'すげ']",11
萱,1,"['カン', 'ケン']","['かや', 'わすれぐさ']",12
諫,1,['カン'],['いさ（める）'],16
柬,1,['カン'],"['えら（ぶ）', 'えりわ（ける）', 'てがみ', 'なふだ']",9
諌,1,['カン'],['いさ（める）'],15
巌,1,"['ガン', 'ゲン']","['いわ', 'いわお', 'がけ', 'けわ（しい）']",20
癌,1,['ガン'],[],17
嵒,1,['ガン'],"['いわ', 'いわお', 'けわ（しい）']",12
翫,1,['ガン'],"['あじ（わう）', 'あなど（る）', 'むさぼ（る）', 'もてあそ（ぶ）']",15
贋,1,['ガン'],['にせ'],19
雁,1,['ガン'],['かり'],12
倠,-1,,,-1
鴈,1,['ガン'],['かり'],15
嬉,1,['キ'],"['あそ（ぶ）', 'うれ（しい）', 'たの（しむ）']",15
徽,1,['キ'],"['しるし', 'よ（い）']",17
槻,1,['キ'],['つき'],15
毅,1,['キ'],"['たけ（し）', 'つよ（い）']",15
豙,-1,['ギ'],[],11
磯,1,['キ'],['いそ'],17
祁,1,['キ'],"['おお（いに）', 'おお（きい）', 'さか（んに）']",8
稀,1,"['キ', 'ケ']","['うす（い）', 'まば（ら）', 'まれ']",12
窺,1,['キ'],"['うかが（う）', 'のぞ（く）']",16
箕,1,['キ'],"['ちりとり', 'み']",14
葵,1,['キ'],['あおい'],12
癸,1,['キ'],"['はか（る）', 'みずのと']",9
鰭,1,['キ'],"['はた', 'ひれ']",21
耆,1,"['キ', 'シ']","['お（いる）', 'おさ', 'たしな（む）', 'としよ（り）']",10
麒,1,['キ'],['きりん'],19
妓,1,['ギ'],"['あそびめ', 'こ', 'わざおぎ']",7
祇,1,"['ギ', 'シ']",['くにつかみ'],9
蟻,1,['ギ'],"['あり', 'くろ']",19
誼,1,['ギ'],"['よ（い）', 'よしみ']",15
掬,1,['キク'],"['すく（う）', 'むす（ぶ）']",11
鞠,1,['キク'],"['かが（む）', 'とりしら（べる）', 'まり', 'やしな（う）']",17
麹,1,['キク'],"['こうじ', 'さけ']",15
吃,1,['キツ'],"['く（う）', 'す（う）', 'ども（る）']",6
桔,1,"['キツ', 'ケツ']",[],10
橘,1,['キツ'],['たちばな'],16
矞,-1,"['イツ', 'キツ', 'ケツ']",[],12
迄,1,['キツ'],"['いた（る）', 'およ（ぶ）', 'まで']",7
仇,1,['キュウ'],"['あだ', 'かたき', 'つれあい']",4
厩,1,['キュウ'],['うまや'],14
廐,1,['キュウ'],['うまや'],14
旣,-1,['キ'],['すで（に）'],11
廏,1,['キュウ'],['うまや'],14
皀,-1,"['キュウ', 'キョウ', 'コウ', 'ヒキ', 'ヒョク']",[],7
汲,1,['キュウ'],"['く（む）', 'ひ（く）']",7
灸,1,['キュウ'],['やいと'],7
玖,1,"['キュウ', 'ク']",[],7
笈,1,['キュウ'],['おい'],10
韮,1,['キュウ'],['にら'],12
韭,1,['キュウ'],['にら'],9
鳩,1,"['キュウ', 'ク']","['あつ（まる）', 'あつ（める）', 'はと', 'やす（んずる）']",13
嘘,1,['キョ'],"['うそ', 'は（く）', 'ふ（く）']",14
渠,1,['キョ'],"['おお（きい）', 'かしら', 'かれ', 'なん（ぞ）', 'みぞ']",12
洰,-1,,,-1
鋸,1,['キョ'],"['のこ', 'のこぎり']",16
禦,1,['ギョ'],"['つよ（い）', 'ふせ（ぐ）']",17
亨,1,"['キョウ', 'コウ', 'ホウ']","['とお（る）', 'に（る）']",7
侠,1,['キョウ'],"['おとこだて', 'きゃん']",8
僑,1,['キョウ'],"['かりずまい', 'やど（る）']",14
兇,1,['キョウ'],"['おそ（れる）', 'わる（い）']",6
劫,1,"['キョウ', 'コウ', 'ゴウ']","['おびや（かす）', 'かす（める）']",7
匡,1,['キョウ'],"['すく（う）', 'ただ（す）']",6
卿,1,"['キョウ', 'ケイ']","['きみ', 'くげ']",12
卽,11,"['ソク', 'ショク']","['すなわ（ち）', 'つ（く）']",9
叶,1,['キョウ'],['かな（う）'],5
呑,1,"['トン', 'ドン']",['の（む）'],7
彊,1,['キョウ'],"['し（いる）', 'つと（める）', 'つよ（い）']",16
畺,-1,['キョウ'],"['かぎ（り）', 'かぎ（る）', 'さかい']",13
怯,1,"['キョウ', 'コウ']","['お（じる）', 'おび（える）', 'ひる（む）']",8
橿,1,['キョウ'],['かし'],17
蕎,1,['キョウ'],[],15
饗,1,['キョウ'],"['あえ', 'う（ける）', 'もてな（す）']",22
鄕,11,"['キョウ', 'ゴウ']",['さと'],13
馨,1,"['キョウ', 'ケイ']","['か', 'かお（り）', 'かお（る）', 'かぐわ（しい）', 'かんば（しい）']",20
殸,-1,,,-1
旭,1,['キョク'],['あさひ'],6
粁,1,[],['キロメートル'],9
檎,1,"['キン', 'ゴ']",[],17
禽,1,['キン'],"['とら（える）', 'とり']",13
欣,1,"['キン', 'ゴン']",['よろこ（ぶ）'],8
欽,1,['キン'],"['うやま（う）', 'つつし（む）']",12
芹,1,['キン'],['せり'],7
衿,1,['キン'],['えり'],9
倶,1,"['ク', 'グ']",['とも（に）'],10
垢,1,"['ク', 'コウ']","['あか', 'けが（れる）', 'はじ', 'よご（れる）']",9
狗,1,"['ク', 'コウ']",['いぬ'],8
矩,1,['ク'],"['さしがね', 'のり']",10
躯,1,['ク'],"['からだ', 'むくろ']",11
鉤,1,"['ク', 'コウ']","['かぎ', 'か（ける）', 'つりばり', 'はり', 'ま（がる）']",13
鈎,1,"['ク', 'コウ']","['かぎ', 'か（ける）', 'つりばり', 'はり', 'ま（がる）']",12
駈,1,['ク'],"['か（ける）', 'か（る）', 'お（う）']",15
寓,1,"['グ', 'グウ']","['かこつ（ける）', 'かりずまい', 'やど（る）', 'よ（せる）']",12
弘,1,"['グ', 'コウ']","['ひろ（い）', 'ひろ（める）']",5
腔,1,"['クウ', 'コウ']","['から', 'からだ']",12
喰,1,[],"['く（う）', 'く（らう）']",12
粂,1,[],['くめ'],9
馴,1,"['クン', 'シュン', 'ジュン']","['おし（え）', 'な（らす）', 'な（れる）', 'よ（い）']",13
袈,1,['ケ'],[],11
桂,1,['ケイ'],['かつら'],10
珪,1,['ケイ'],['たま'],10
畦,1,['ケイ'],"['あぜ', 'うね']",11
繋,1,['ケイ'],"['か（かる）', 'きずな', 'つな（がる）', 'つな（ぐ）', 'とら（える）']",17
罫,1,"['カイ', 'ケイ']",[],13
荊,1,['ケイ'],"['いばら', 'むち']",9
頸,1,['ケイ'],['くび'],16
巠,-1,,,-1
頚,1,['ケイ'],['くび'],14
戟,1,"['ケキ', 'ゲキ']",['ほこ'],12
蕨,1,['ケツ'],['わらび'],15
厥,1,"['クツ', 'ケツ']","['そ（の）', 'それ']",12
訣,1,['ケツ'],"['おくぎ', 'わか（れる）']",11
倦,1,"['ケン', 'ゲン']","['あ（きる）', 'あぐ（む）', 'う（む）', 'つか（れる）']",10
卷,11,"['カン', 'ケン']","['まき', 'ま（く）']",8
喧,1,['ケン'],"['かまびす（しい）', 'やかま（しい）']",12
捲,1,['ケン'],"['ま（く）', 'まく（る）', 'めく（る）']",11
牽,1,['ケン'],"['つら（なる）', 'ひ（く）']",11
硯,1,"['ケン', 'ゲン']",['すずり'],12
絢,1,['ケン'],['あや'],12
鰹,1,['ケン'],['かつお'],23
鹸,1,"['カン', 'ケン']","['あく', 'しおけ']",19
鹵,1,['ロ'],"['うば（う）', 'おろそ（か）', 'おろ（か）', 'しお', 'しおち', 'たて']",11
絃,1,['ゲン'],"['いと', 'つる']",11
諺,1,['ゲン'],['ことわざ'],16
彥,-1,,,-1
壺,1,['コ'],['つぼ'],12
壷,1,['コ'],['つぼ'],11
姑,1,['コ'],"['しばら（く）', 'しゅうと', 'しゅうとめ']",8
狐,1,['コ'],['きつね'],9
瑚,1,"['コ', 'ゴ']",[],13
糊,1,['コ'],['のり'],15
菰,1,['コ'],"['こも', 'まこも']",12
袴,1,['コ'],"['はかま', 'ももひき']",11
跨,1,['コ'],"['また', 'また（がる）', 'また（ぐ）']",13
醐,1,"['コ', 'ゴ']",[],16
鈷,1,['コ'],[],13
伍,1,['ゴ'],"['いつ（つ）', 'くみ']",6
冴,1,['ゴ'],"['こお（る）', 'さ（える）']",7
梧,1,['ゴ'],['あおぎり'],11
亙,1,['コウ'],['わた（る）'],6
佼,1,['コウ'],['うつく（しい）'],8
倖,1,['コウ'],"['さいわ（い）', 'へつら（う）']",10
宏,1,['コウ'],"['おお（きい）', 'ひろ（い）']",7
巳,1,['シ'],['み'],3
幌,1,['コウ'],['ほろ'],13
晃,1,['コウ'],"['あき（らか）', 'ひか（る）']",10
庚,1,['コウ'],"['かのえ', 'とし']",8
昂,1,"['コウ', 'ゴウ']","['あ（がる）', 'たか（い）', 'たかぶ（る）']",8
杭,1,['コウ'],"['くい', 'わた（る）']",8
浩,1,['コウ'],"['おお（い）', 'おお（きい）', 'おご（る）', 'ひろ（い）']",10
皐,1,['コウ'],"['さつき', 'さわ']",11
皋,1,['コウ'],"['さつき', 'さわ']",10
夲,1,['トウ'],[],5
砿,1,['コウ'],['あらがね'],10
糠,1,['コウ'],['ぬか'],17
紘,1,['コウ'],"['おおづな', 'ひろ（い）']",10
縞,1,['コウ'],"['しま', 'しろぎぬ']",16
肴,1,['コウ'],['さかな'],8
肱,1,['コウ'],['ひじ'],8
膏,1,['コウ'],"['あぶら', 'うるお（す）', 'こ（える）']",14
藁,1,['コウ'],['わら'],17
槀,-1,,,-1
蛤,1,['コウ'],['はまぐり'],12
袷,1,"['キョウ', 'コウ']",['あわせ'],11
釦,1,['コウ'],['ボタン'],11
閤,1,['コウ'],"['くぐりど', 'へや']",14
鮫,1,['コウ'],"['さめ', 'みずち']",17
鴻,1,['コウ'],"['おお（きい）', 'おおとり', 'ひしくい']",17
䲨,-1,,,-1
鵠,1,"['コウ', 'コク']","['くぐい', 'しろ（い）', 'まと']",18
吿,-1,,,-1
噛,1,"['ゲツ', 'ゴウ']","['かじ（る）', 'か（む）']",15
壕,1,"['コウ', 'ゴウ']",['ほり'],17
濠,1,['ゴウ'],['ほり'],17
轟,1,['ゴウ'],['とどろ（く）'],21
忽,1,['コツ'],"['たちま（ち）', 'ゆるが（せ）']",8
惚,1,['コツ'],"['とぼ（ける）', 'ほう（ける）', 'ぼ（ける）', 'ほ（れる）']",11
坤,1,['コン'],"['つち', 'ひつじさる']",8
梱,1,['コン'],"['こうり', 'こり', 'しきみ']",11
