Id,Level,Reading_On,Reading_Kun,Strokes
蹺,-1,['キョウ'],[],19
蹷,-1,"['ケイ', 'ケツ']","['たお（れる）', 'た（つ）', 'すみ（やか）', 'つまず（く）']",19
蹵,-1,"['シュウ', 'シュク']",['け（る）'],19
蹱,-1,['ショウ'],[],19
蹭,-1,['ソウ'],[],19
蹪,-1,['タイ'],[],19
䠧,-1,['チョ'],[],19
蹬,-1,['トウ'],[],19
蹹,-1,['トウ'],[],19
蹳,-1,['ハツ'],[],19
蹯,-1,['ハン'],[],19
蹩,-1,['ヘツ'],[],19
䠥,-1,['ヘツ'],[],19
躆,-1,['キョ'],[],20
躂,-1,['タツ'],[],20
䠱,-1,['チョク'],['ふ（む）'],28
躉,-1,['トン'],[],19
踌,-1,['チュウ'],"['たちもとお（る）', 'ためら（う）']",14
躚,-1,['セン'],[],22
蹮,-1,['セン'],[],19
躕,-1,"['チュ', 'チュウ']",[],22
蹰,-1,"['チュ', 'チュウ']",[],19
躐,-1,['リョウ'],[],22
躒,-1,"['ラク', 'レキ']",[],22
躛,-1,"['エイ', 'カイ']",[],23
躘,-1,['リョウ'],[],23
蹸,-1,['リン'],"['にじ（る）', 'ふみにじ（る）']",20
躞,-1,['ショウ'],[],24
躝,-1,['ラン'],[],24
躧,-1,['シ'],[],26
躩,-1,['キャク'],[],27
躳,-1,['キュウ'],"['み', 'みずか（ら）']",14
躮,1,[],['せがれ'],11
躲,-1,['タ'],"['かわ（す）', 'さ（ける）']",13
朵,-1,,,-1
躵,-1,[],"['こら（える）', 'しの（ぶ）', 'ねら（う）']",14
躻,-1,[],['うつけ'],15
躺,-1,['トウ'],[],15
躽,-1,['エン'],[],16
軁,-1,"['ル', 'ロウ']",[],18
軃,-1,"['タ', 'ダ']",[],19
軇,-1,['トウ'],[],21
軂,-1,['ロウ'],[],19
䡄,-1,['キ'],['わだち'],9
軎,-1,['エイ'],[],10
軏,-1,"['ゲツ', 'ゴツ']",[],10
䡇,-1,"['ゲツ', 'ゴツ']",[],11
軔,-1,['ジン'],[],10
軑,-1,['タイ'],[],10
䡅,-1,['チュン'],[],10
軓,-1,['ハン'],[],10
軝,-1,['キ'],[],11
輭,-1,"['ナン', 'ゼン', 'ネン']","['やわ（らか）', 'やわ（らかい）']",16
軜,-1,['ドウ'],[],11
軶,-1,"['アク', 'ヤク']",['くびき'],12
軮,-1,['オウ'],[],12
軱,-1,['コ'],[],13
軹,-1,['シ'],[],12
軺,-1,"['ショウ', 'ヨウ']",[],12
軵,-1,['ジョウ'],[],12
軷,-1,['ハツ'],[],12
軬,-1,"['ハン', 'ホン']",[],12
軨,-1,['レイ'],[],12
䡼,-1,['レイ'],[],24
䡈,-1,"['カク', 'コウ']",['くら（べる）'],11
軭,-1,['キョウ'],[],13
輂,-1,['キョク'],[],13
輇,-1,['セン'],[],13
輈,-1,['チュウ'],[],13
輐,-1,['カン'],[],14
輢,-1,['キ'],[],15
輠,-1,['カ'],[],15
輡,-1,['カン'],[],15
輨,-1,['カン'],[],15
輗,-1,['ゲイ'],[],15
輥,-1,['コン'],[],15
輚,-1,['サン'],[],15
輖,-1,['シュウ'],[],15
䡮,-1,['ショウ'],[],18
輫,-1,['ハイ'],[],15
輧,-1,['ヘイ'],[],15
軿,-1,['ヘイ'],[],13
輣,-1,['ホウ'],[],15
輞,-1,['ボウ'],[],15
輘,-1,"['リョウ', 'ロウ']",[],15
輬,-1,['リョウ'],[],15
輵,-1,"['アツ', 'カツ']",[],16
輷,-1,['コウ'],[],16
輺,-1,['シ'],"['にぐるま', 'ほろぐるま']",16
輮,-1,['ジュウ'],[],16
輲,-1,['セン'],[],16
輴,-1,['チュン'],[],16
輶,-1,['ユウ'],[],16
輏,-1,['ユウ'],[],14
轀,-1,['オン'],[],17
轃,-1,['シン'],[],17
轁,-1,"['カン', 'トウ']",[],17
轝,-1,['ヨ'],"['おお（い）', 'くるま', 'こし', 'の（せる）']",20
轊,-1,"['エイ', 'セイ']",[],18
轇,-1,['コウ'],[],18
轏,-1,['サン'],[],19
轓,-1,['ハン'],[],19
轐,-1,['ホク'],[],19
轔,-1,['リン'],[],20
轑,-1,"['リョウ', 'ロウ']",[],19
轕,-1,['カツ'],[],19
轘,-1,['カン'],[],20
轚,-1,"['ケイ', 'ケキ']",[],20
轖,-1,['ソク'],[],20
轒,-1,['フン'],[],19
轞,-1,['カン'],[],22
䡎,-1,['ロ'],[],11
轥,-1,['リン'],[],26
辝,-1,['ジ'],"['や（める）', 'ことば', 'ことわ（る）']",12
辤,-1,['ジ'],"['や（める）', 'ことば', 'ことわ（る）']",15
辡,-1,['ヘン'],[],14
辢,-1,['ラツ'],"['から（い）', 'きび（しい）', 'むご（い）']",14
辦,-1,"['ハン', 'ベン']",[],16
辳,-1,"['ノウ', 'ドウ']",['たがや（す）'],15
䢉,-1,"['ノウ', 'ドウ']",['たがや（す）'],20
辴,-1,['チン'],[],19
辵,-1,['チャク'],[],7
辶,-1,[],[],3
辸,-1,['ジョウ'],[],6
迃,-1,['ウ'],"['とお（い）', 'まが（る）']",7
迀,-1,['カン'],[],7
达,-1,"['タツ', 'テイ']",[],7
运,-1,['ウン'],[],8
迋,-1,"['オウ', 'キョウ']",[],8
迓,-1,['ガ'],[],8
迕,-1,['ゴ'],['さか（らう）'],8
迒,-1,['コウ'],[],8
迊,-1,['ソウ'],['めぐ（る）'],8
迍,-1,['チュン'],[],8
﨤,-1,[],['そり'],8
迤,-1,"['イ', 'タ']",[],9
迆,-1,"['イ', 'タ']",[],7
逈,-1,['ケイ'],"['とお（い）', 'はる（か）']",10
䢛,-1,['ケイ'],"['とお（い）', 'はる（か）']",11
迮,-1,['サク'],[],9
迠,-1,['ショウ'],[],9
迣,-1,['セイ'],[],9
迱,-1,"['イ', 'タ']",[],9
迨,-1,['タイ'],[],9
廹,-1,['ハク'],"['せま（る）', 'せ（る）']",8
迻,-1,['イ'],"['うつ（す）', 'うつ（る）']",10
适,-1,['カツ'],[],10
迿,-1,['シュン'],[],10
迵,-1,['トウ'],[],10
逄,-1,['ホウ'],[],11
迾,-1,['レツ'],['さえぎ（る）'],10
逛,-1,['キョウ'],[],11
这,-1,['シャ'],"['こ（の）', 'これ', 'は（う）']",8
逘,-1,"['ギ', 'シ']",[],11
艁,-1,['ゾウ'],"['つく（る）', 'いた（る）', 'な（る）', 'はじ（める）', 'みやつこ']",13
逷,-1,['テキ'],"['とお（い）', 'はる（か）']",12
逌,-1,['ユウ'],[],11
卣,-1,,,-1
逳,-1,['イク'],[],12
逭,-1,['カン'],[],12
逪,-1,['サク'],[],12
逴,-1,"['タク', 'チャク']",[],12
逨,-1,['ライ'],[],12
逯,-1,['リョク'],[],12
过,-1,['カ'],"['す（ぎる）', 'す（ごす）', 'あやま（ち）', 'あやま（つ）', 'とが', 'よぎ（る）']",7
遌,-1,['ガク'],[],13
遃,-1,"['ガン', 'ゲン']",[],13
遄,-1,['セン'],[],13
遟,-1,['チ'],"['おく（らす）', 'おく（れる）', 'おそ（い）']",14
屖,-1,,,-1
逿,-1,['トウ'],[],13
衜,-1,"['ドウ', 'トウ']","['みち', 'い（う）', 'みちび（く）']",15
衟,-1,"['ドウ', 'トウ']","['みち', 'い（う）', 'みちび（く）']",16
逩,-1,['ホン'],[],12
㴑,-1,['ソ'],"['さかのぼ（る）', 'む（かう）']",12
㡿,-1,['セキ'],"['うかが（う）', 'しりぞ（ける）']",9
遝,-1,['トウ'],[],14
遢,-1,['トウ'],[],14
遛,-1,['リュウ'],[],14
遦,-1,['カン'],[],15
遧,-1,['ショウ'],[],15
遬,-1,['ソク'],[],15
遰,-1,['テイ'],[],15
遹,-1,['イツ'],[],16
遻,-1,"['ガク', 'ゴ']",[],16
㖾,-1,,,-1
迁,-1,['セン'],"['うつ（す）', 'うつ（る）']",7
拪,-1,['セン'],"['うつ（す）', 'うつ（る）']",9
遴,-1,['リン'],[],17
还,-1,"['カン', 'ゲン']","['かえ（す）', 'かえ（る）', 'また']",8
邅,-1,['テン'],[],17
邋,-1,['リョウ'],[],19
邌,-1,['レイ'],['ね（る）'],19
邎,-1,['ユウ'],[],22
䌛,-1,,,-1
邐,-1,['リ'],[],23
邘,-1,['ウ'],[],6
邗,-1,['カン'],[],6
邛,-1,['キョウ'],[],6
卭,-1,['キョウ'],[],5
邙,-1,['ボウ'],[],6
邢,-1,['ケイ'],[],7
郉,-1,['ケイ'],[],9
邟,-1,['コウ'],[],7
邥,-1,['シン'],[],7
邠,-1,['ヒン'],[],7
邡,-1,['ホウ'],[],7
邰,-1,['タイ'],[],8
邶,-1,['ハイ'],[],8
邳,-1,['ヒ'],[],8
邲,-1,['ヒツ'],[],8
邴,-1,['ヘイ'],[],8
邽,-1,['ケイ'],[],9
郌,-1,['ケイ'],[],13
郃,-1,['コウ'],[],9
郈,-1,['シ'],[],9
邿,-1,['シ'],[],9
郅,-1,['シツ'],[],9
郇,-1,['シュン'],[],9
邾,-1,['チュウ'],[],9
郒,-1,['ロウ'],['おとこ'],14
郝,-1,['カク'],[],10
郄,-1,"['ケキ', 'ゲキ']","['すき', 'すきま', 'ひま']",9
郚,-1,['ゴ'],[],10
郜,-1,"['コウ', 'コク']",[],10
郟,-1,['コウ'],[],10
郠,-1,['コウ'],[],10
郕,-1,['セイ'],[],10
郗,-1,['チ'],[],10
郥,-1,['ケキ'],[],10
郙,-1,['フ'],[],10
郘,-1,['リョ'],[],10
郳,-1,['ゲイ'],[],11
郰,-1,"['シュウ', 'スウ']",[],11
郪,-1,['セイ'],[],11
郯,-1,['タン'],[],11
郴,-1,['チン'],[],11
䣊,-1,['トウ'],[],11
郫,-1,['ヒ'],[],11
郶,-1,"['ブ', 'ホ', 'ホウ']","['くみ', 'す（べる）', 'つかさ', 'べ', 'わ（ける）']",15
郱,-1,['ヘイ'],[],9
郲,-1,['ライ'],[],11
鄅,-1,['ウ'],[],12
鄆,-1,['ウン'],[],12
郾,-1,['エン'],[],12
鄈,-1,['キ'],[],12
鄄,-1,['ケン'],[],12
鄀,-1,['ジャク'],[],11
鄃,-1,['シュ'],[],12
郿,-1,['ビ'],[],12
鄖,-1,['ウン'],[],13
䢵,-1,['ウン'],[],7
鄔,-1,['オ'],[],13
鄗,-1,['コウ'],[],13
鄏,-1,['ジョク'],[],13
鄋,-1,['ソウ'],[],13
鄎,-1,['ショク'],[],13
鄐,-1,['チク'],[],13
鄌,-1,['トウ'],[],13
鄍,-1,['メイ'],[],13
鄢,-1,['エン'],[],14
鄥,-1,['キョウ'],[],14
鄡,-1,['キョウ'],[],14
鄞,-1,['ギン'],[],14
鄠,-1,['コ'],[],14
鄣,-1,['ショウ'],[],14
鄟,-1,['セン'],[],14
鄛,-1,['ソウ'],[],14
鄚,-1,['バク'],[],13
鄤,-1,['バン'],[],14
鄜,-1,['フ'],[],14
鄘,-1,['ヨウ'],[],14
鄝,-1,['リョウ'],[],14
鄬,-1,['イ'],[],15
鄩,-1,['シン'],[],15
鄯,-1,"['セン', 'ゼン']",[],15
郑,-1,"['ジョウ', 'テイ']",['ねんご（ろ）'],9
鄧,-1,['トウ'],[],15
鄱,-1,['ハ'],[],15
鄮,-1,['ボウ'],[],15
鄶,-1,['カイ'],[],16
鄴,-1,['ギョウ'],[],16
鄵,-1,['ソウ'],[],16
鄳,-1,['ボウ'],[],16
鄹,-1,['スウ'],[],17
鄺,-1,['コウ'],[],18
鄾,-1,['ユウ'],[],18
酃,-1,['レイ'],[],20
酅,-1,['ケイ'],[],21
酆,-1,['ホウ'],[],21
鄷,-1,['ホウ'],[],16
酇,-1,['サン'],[],22
鄼,-1,['サン'],[],18
酈,-1,"['リ', 'レキ']",[],22
酏,-1,['イ'],[],10
酐,-1,['コウ'],[],10
酗,-1,['ク'],[],11
酙,-1,['シン'],"['おしはか（る）', 'く（む）']",11
酚,-1,['フン'],[],11
酛,-1,[],['もと'],11
酤,-1,['コ'],[],12
酡,-1,['タ'],[],12
酟,-1,['テン'],[],12
酧,-1,['シュウ'],['むく（いる）'],13
醻,-1,['シュウ'],['むく（いる）'],21
酮,-1,['トウ'],[],13
酭,-1,['ユウ'],[],13
酴,-1,['ト'],[],14
酶,-1,['バイ'],[],14
酻,-1,"['スイ', 'フ']",[],14
酺,-1,['ホ'],[],14
酹,-1,['ライ'],[],14
醃,-1,['エン'],[],15
醆,-1,['サン'],[],15
醕,-1,"['シュン', 'ジュン']","['あつ（い）', 'もっぱ（ら）']",16
䣩,-1,"['シュン', 'ジュン']","['あつ（い）', 'もっぱ（ら）']",11
醊,-1,"['テイ', 'テツ']",[],15
醅,-1,['ハイ'],[],15
醁,-1,['リョク'],[],15
醔,-1,['シュウ'],[],16
醑,-1,['ショ'],[],16
醓,-1,['タン'],[],16
醞,-1,['ウン'],[],17
醠,-1,['オウ'],[],17
盎,-1,['オウ'],[],10
醘,-1,['コウ'],[],17
醝,-1,['サ'],[],17
醡,-1,['サ'],[],17
醦,-1,['サン'],[],18
醨,-1,['リ'],[],18
䤈,-1,['ケイ'],['す'],16
醮,-1,['ショウ'],[],19
醰,-1,['タン'],[],19
醭,-1,['ホク'],[],19
醳,-1,"['エキ', 'セキ']",[],20
醶,-1,"['カン', 'ゲン']",['えぐ（い）'],20
醲,-1,['ジョウ'],[],20
醹,-1,['ジュ'],[],21
醼,-1,['エン'],[],23
醾,-1,['ビ'],[],24
釄,-1,['ビ'],[],26
醿,-1,['ビ'],[],24
醽,-1,['レイ'],[],24
舋,-1,['キン'],"['きざ（し）', 'きず', 'すきま', 'ちぬ（る）', 'ぬ（る）']",20
釂,-1,['ショウ'],[],25
釃,-1,"['シ', 'リ']",['した（む）'],26
釅,-1,['ゲン'],[],27
壄,-1,"['ヤ', 'ショ']","['の', 'いなかや', 'いや（しい）']",15
㮊,-1,,,-1
㙒,-1,"['ヤ', 'ショ']","['の', 'いなかや', 'いや（しい）']",12
竻,-1,"['キン', 'ロク']",[],8
竽,1,['ウ'],['ふえ'],9
笒,-1,['キン'],[],10
笐,-1,['コウ'],[],10
笇,-1,['サン'],[],10
㗛,-1,['ショウ'],"['わら（う）', 'え（む）']",13
䇦,-1,"['エイ', 'オウ', 'ヨウ']",[],11
䈔,-1,['カ'],['あしぶえ'],15
笴,-1,['カ'],[],11
笱,-1,['コウ'],[],11
笧,-1,['サク'],['しがらみ'],11
笮,-1,"['サ', 'サク']",[],11
笫,-1,['シ'],[],11
笽,-1,[],['そうけ'],11
笪,-1,"['タツ', 'タン']",[],11
笤,-1,['チョウ'],[],11
笯,-1,['ド'],[],11
笲,-1,['ハン'],[],11
笰,-1,['フツ'],[],11
笣,-1,['ホウ'],[],11
笭,-1,['レイ'],[],11
筇,-1,['キョウ'],[],12
笻,-1,['キョウ'],[],11
筁,-1,['キョク'],[],12
荕,-1,['キン'],['すじ'],9
筀,-1,['ケイ'],[],12
筕,-1,['コウ'],[],12
筊,-1,['コウ'],[],12
萗,-1,['サク'],"['つえ', 'はかりごと', 'ふだ', 'むち']",11
筎,-1,['ジョ'],[],12
䇮,-1,['ジン'],[],12
栰,-1,"['ハツ', 'バツ']",['いかだ'],10
笔,-1,['ヒツ'],['ふで'],10
笿,-1,['ラク'],[],12
筠,-1,['イン'],[],13
筷,-1,['カイ'],[],13
筦,-1,['カン'],[],13
筪,-1,['コウ'],[],13
筲,1,"['ソウ', 'ショウ']","['かご', 'ふご', 'めしびつ']",13
筯,-1,['チョ'],[],13
筳,-1,['テイ'],[],13
筩,-1,['トウ'],[],13
筢,-1,['ハ'],[],13
筤,-1,['ロウ'],[],13
箉,-1,"['カイ', 'タイ']",[],14
箞,-1,['ケン'],[],14
笟,-1,['コ'],['たが'],12
箛,-1,['コ'],[],15
箎,-1,"['コ', 'チ']",[],14
篪,1,['チ'],['ちのふえ'],16
竾,-1,['チ'],['ちのふえ'],9
䶵,-1,['チ'],['ちのふえ'],27
筭,-1,['サン'],"['かず', 'かぞ（える）']",13
箠,-1,['スイ'],[],14
箐,-1,"['セイ', 'セン', 'ショウ']",[],14
䇳,-1,['セン'],"['かきもの', 'ときあ（かし）', 'なふだ', 'はりふだ', 'ふだ']",12
㮍,-1,"['サン', 'セン']",[],13
箑,-1,['ソウ'],[],14
䈉,-1,['ソウ'],[],14
䈇,-1,['トウ'],[],14
箥,-1,['ハ'],[],14
箄,-1,"['ハイ', 'ヒ']",[],14
箅,-1,['ヘイ'],[],14
畀,-1,['ヒ'],[],8
箖,-1,['リン'],[],14
箓,-1,['ロク'],[],14
箼,-1,['オク'],[],15
箶,-1,['コ'],[],15
篊,-1,['コウ'],['ひび'],15
箬,-1,['ジャク'],[],14
篛,-1,['ジャク'],[],16
箰,-1,['シュン'],[],15
箺,-1,['シュン'],[],15
箾,-1,"['サク', 'ショウ']",[],15
箵,-1,['セイ'],[],15
篂,-1,['セイ'],[],15
篅,-1,['セン'],[],15
箲,-1,['セン'],[],15
䈚,-1,['タイ'],[],15
箽,-1,['トウ'],[],15
箯,-1,"['ヘン', 'ベン']",[],15
篈,-1,['ホウ'],[],15
䈎,-1,['ヨウ'],[],15
箻,-1,['リツ'],[],15
篔,-1,['ウン'],[],16
篙,-1,['コウ'],[],16
㰏,-1,['コウ'],[],20
籭,-1,['シ'],"['ふるい', 'ふる（う）']",25
篘,-1,['スウ'],[],16
篨,-1,['ジョ'],[],16
䈰,-1,['ソウ'],[],16
捎,-1,"['ショウ', 'ソウ']",[],10
篖,-1,['トウ'],[],16
䔍,-1,['トク'],['あつ（い）'],13
篚,-1,['ヒ'],[],16
篣,-1,['ホウ'],[],16
篗,-1,['ワク'],[],16
籰,-1,['ワク'],[],26
簃,-1,['イ'],[],17
簂,-1,['カク'],[],17
簋,-1,['キ'],[],17
簄,-1,['コ'],[],17
簆,-1,['コウ'],[],17
篸,-1,"['サン', 'シン']",[],17
篹,-1,"['サン', 'セン']",[],17
簁,-1,['シ'],[],17
簉,-1,['シュウ'],[],17
筿,-1,['ショウ'],"['しの', 'しのだけ']",13
篲,-1,['スイ'],"['は（く）', 'ほうき', 'ほうきぼし']",17
簎,-1,['サク'],['やす'],17
篿,-1,['タン'],[],17
篵,-1,['ソウ'],[],17
䈾,-1,['ソウ'],[],17
簌,-1,['ソク'],[],17
篴,-1,"['チク', 'テキ']",[],17
篼,-1,['トウ'],[],17
篺,-1,['ハイ'],[],17
捭,-1,['ハイ'],[],11
篻,-1,['ヒョウ'],[],17
篾,-1,['ベツ'],[],17
篰,-1,['ホウ'],[],17
簏,-1,['ロク'],[],17
簥,-1,['キョウ'],[],18
簛,-1,['シ'],[],18
簨,-1,['シュン'],[],18
簭,-1,"['セイ', 'ゼイ']",[],18
簦,-1,['トウ'],[],18
簜,-1,['トウ'],[],18
簙,-1,['ハク'],[],18
簱,-1,[],['はた'],18
簠,-1,"['フ', 'ホ']",[],18
盙,-1,"['フ', 'ホ']",[],12
㝬,-1,"['フ', 'ホ']",[],14
簩,-1,['ロウ'],[],18
簳,-1,['カン'],['やがら'],19
簺,-1,['サイ'],[],19
簘,-1,['ショウ'],"['しょうのふえ', 'ふえ']",17
簹,-1,['トウ'],[],19
簬,-1,['ロ'],[],19
簵,-1,['ロ'],[],19
簶,-1,['ロク'],[],19
簴,-1,['キョ'],[],19
虡,-1,['キョ'],[],14
籋,-1,['ジョウ'],[],20
筹,-1,['チュウ'],"['かずとり', 'はかりごと', 'はか（る）']",13
籊,-1,['テキ'],[],20
籅,-1,['ヨ'],[],19
籆,-1,['ワク'],[],19
䉤,-1,"['ス', 'ソウ']",['こめあげざる'],19
籑,-1,['セン'],[],21
籓,-1,['ハン'],[],21
籞,-1,['ギョ'],[],23
篽,-1,['ギョ'],[],18
籡,1,[],['しんし'],22
撿,-1,"['ケン', 'レン']",[],16
籛,-1,['セン'],[],22
籗,-1,['タク'],['ひし'],22
籜,-1,['タク'],[],22
籚,-1,['ロ'],[],22
籙,1,"['リョク', 'ロク']",['ふみ'],22
籧,-1,['キョ'],[],23
籣,-1,['ラン'],[],23
籢,-1,['レン'],"['くしげ', 'こばこ']",23
匲,-1,['レン'],"['くしげ', 'こばこ']",14
籩,-1,['ヘン'],[],25
籮,-1,['ラ'],[],25
籯,-1,['エイ'],[],26
籝,-1,['エイ'],[],22
籺,-1,['ケツ'],[],9
籽,-1,['シ'],[],9
籹,-1,['ジョ'],[],9
籸,-1,['シン'],[],9
籼,-1,['セン'],[],9
粆,-1,['サ'],[],10
粏,1,"['タ', 'ダ']",['ぬかみそ'],10
粔,-1,['キョ'],[],11
粣,-1,['サク'],[],11
粠,-1,['コウ'],[],12
秶,-1,['シ'],"['きび', 'しとぎ', 'もち']",11
糚,-1,"['ショウ', 'ソウ']","['めか（す）', 'よそお（う）']",16
粞,-1,['セイ'],[],12
稉,-1,['コウ'],"['うるち', 'ぬか']",12
粰,-1,"['フ', 'フウ']",[],13
粿,-1,['カ'],[],14
粷,-1,['キク'],[],14
糉,-1,['ソウ'],['ちまき'],15
粻,-1,['チョウ'],[],14
粺,-1,['ハイ'],[],14
粼,-1,['リン'],[],15
粶,-1,['ロク'],[],14
糇,-1,['コウ'],['ほしいい'],15
糈,-1,['ショ'],[],15
糄,-1,['ヘン'],[],15
糗,-1,['キュウ'],[],16
糕,-1,['コウ'],[],16
糍,-1,['シ'],[],15
糔,-1,['シュウ'],[],16
糏,-1,['セツ'],[],16
糛,-1,['トウ'],['あめ'],17
粇,-1,['コウ'],['ぬか'],10
糝,1,"['サン', 'シン']","['こなかき', 'めしつぶ']",17
糙,-1,['ソウ'],[],17
糦,-1,['シ'],[],18
糩,-1,['カイ'],[],19
糫,-1,['カン'],[],19
糥,-1,"['ダ', 'ナ']",['もちごめ'],18
穤,-1,"['ダ', 'ナ']",['もちごめ'],19
稬,-1,"['ダ', 'ナ']",['もちごめ'],14
糰,-1,['タン'],[],20
糱,1,['ゲツ'],"['こうじ', 'もやし']",22
糵,-1,['ゲツ'],"['こうじ', 'もやし']",22
糳,-1,['サク'],[],26
糷,-1,['ラン'],[],26
䊸,-1,['ウ'],"['ま（がる）', 'ま（げる）', 'まつ（わる）', 'まと（う）', 'むす（ぼれる）', 'めぐ（る）']",9
紈,-1,['カン'],[],9
紇,-1,['コツ'],[],9
紃,-1,['シュン'],[],9
紉,1,['ジン'],"['なわ', 'むす（ぶ）']",9
䋆,-1,[],['かせ'],10
紟,-1,['キン'],[],10
紒,-1,['ケイ'],[],10
紓,-1,['ショ'],[],10
紝,-1,['ジン'],[],10
絍,-1,['ジン'],[],12
紞,-1,['タン'],[],10
紖,-1,['チン'],[],10
紏,-1,['トウ'],[],10
紦,-1,['ハ'],[],10
紑,-1,"['フ', 'フウ']",[],10
絇,-1,['ク'],[],11
紭,-1,['コウ'],[],11
紥,-1,['サツ'],"['から（げる）', 'とど（まる）']",10
絁,-1,['シ'],['あしぎぬ'],11
紸,-1,['シュ'],[],11
紾,-1,"['シン', 'テン']",[],11
紽,-1,['タ'],[],11
䋎,-1,['タン'],[],11
紩,-1,['チツ'],[],11
絀,-1,['チュツ'],[],11
絈,-1,['バク'],['かせ'],11
紱,-1,['フツ'],[],11
紼,-1,['フツ'],[],11
䋖,-1,['イツ'],[],12
絪,-1,['イン'],[],12
絓,-1,['カイ'],[],12
絯,-1,['カイ'],[],12
絙,-1,"['カン', 'コウ']",[],12
絝,-1,['コ'],[],12
絗,-1,['コツ'],[],12
絑,-1,['シュ'],[],12
絕,-1,"['ゼツ', 'ゼチ', 'セツ']","['た（える）', 'た（つ）', 'た（やす）', 'はなは（だ）', 'わた（る）']",12
絟,-1,['セン'],[],12
絰,-1,['テツ'],[],12
綂,-1,['トウ'],"['す（べる）', 'おさ（める）', 'すじ']",13
絧,-1,['トウ'],[],12
絥,-1,['フク'],[],12
絫,-1,['ルイ'],[],12
綖,-1,"['エン', 'セン']",[],13
絿,-1,['キュウ'],[],13
綗,-1,['ケイ'],['うすぎぬ'],13
綌,-1,"['ケキ', 'ゲキ']",[],13
綋,-1,['コウ'],"['おおづな', 'ひろ（い）']",13
綆,-1,['コウ'],[],13
綑,-1,['コン'],[],13
綃,-1,['ショウ'],[],13
縧,-1,"['ジョウ', 'トウ']","['うちひも', 'さなだ']",17
綅,-1,"['シン', 'セン']",[],13
絺,-1,['チ'],[],13
綈,-1,['テイ'],[],13
綍,-1,['フツ'],[],13
絻,-1,"['ブン', 'ベン']",[],13
綁,-1,['ホウ'],[],13
緎,-1,['ヨク'],[],14
綶,-1,['カ'],[],14
綦,1,['キ'],['あやぎぬ'],14
綨,-1,['キ'],['あやぎぬ'],14
緄,-1,['コン'],[],14
綷,-1,"['サイ', 'スイ']",[],14
紣,-1,"['サイ', 'スイ']",[],10
緅,-1,"['シュ', 'スウ']",[],14
綧,-1,"['シュン', 'ジュン']",[],14
緃,-1,['ショウ'],[],14
緌,-1,['ズイ'],['おいかけ'],14
緀,-1,['セイ'],[],14
紪,-1,['セイ'],[],12
緆,-1,['セキ'],[],14
綪,-1,"['セン', 'ソウ']",[],14
緫,-1,['ソウ'],"['すべ（て）', 'す（べる）', 'ふさ']",15
摠,-1,['ソウ'],"['すべ（て）', 'す（べる）', 'ふさ']",14
揔,-1,['ソウ'],"['すべ（て）', 'す（べる）', 'ふさ']",12
捴,-1,['ソウ'],"['すべ（て）', 'す（べる）', 'ふさ']",11
綞,-1,['タ'],[],14
緂,-1,['タン'],['だん'],14
綝,-1,"['シン', 'チン', 'リン']",[],14
綹,-1,['リュウ'],[],14
緉,-1,['リョウ'],[],14
緭,-1,['イ'],[],15
䌂,-1,['オウ'],[],15
緺,-1,['カ'],[],15
緙,-1,['カク'],[],15
緱,-1,['コウ'],[],15
緪,-1,['コウ'],[],15
絚,-1,['コウ'],[],12
緦,-1,['シ'],[],15
緧,-1,['シュウ'],[],15
緗,-1,['ショウ'],[],15
緛,-1,['ゼン'],[],15
緵,-1,['ソウ'],[],15
緹,-1,['テイ'],[],15
縀,-1,"['タン', 'ダン', 'ドン']",[],15
緢,-1,"['ビョウ', 'ボウ']",[],14
緍,-1,"['ビン', 'ミン']","['いと', 'さし']",14
緶,-1,['ヘン'],[],15
緥,-1,['ホウ'],[],15
縜,-1,['イン'],[],16
緼,-1,"['ウン', 'オン']","['おくぶか（い）', 'ふるわた']",15
縈,-1,['エイ'],[],16
縑,-1,['ケン'],['かとり'],16
縠,-1,['コク'],[],16
縗,-1,['サイ'],[],16
縉,-1,['シン'],['さしはさ（む）'],16
縝,-1,['シン'],[],16
縐,-1,['スウ'],[],16
縚,-1,['トウ'],[],16
䋣,-1,['ハン'],"['しげ（る）', 'わずら（わしい）']",13
縏,-1,['ハン'],[],16
縨,-1,[],['ほろ'],16
繄,-1,['エイ'],[],17
縯,-1,"['イン', 'エン']",[],17
縴,-1,['ケン'],[],17
繀,-1,['サイ'],[],17
縿,-1,"['サン', 'ショウ', 'ソウ']",[],17
縰,-1,['シ'],[],17
縬,-1,['シュク'],['しじら'],17
繅,-1,['ソウ'],[],17
縶,-1,['チュウ'],[],17
縳,-1,"['ケン', 'テン']",[],17
綳,-1,['ホウ'],"['たば（ねる）', 'ま（く）']",14
繇,-1,"['チュウ', 'ユウ', 'ヨウ']",[],17
縭,-1,['リ'],[],17
繂,-1,['リツ'],[],17
纝,-1,['ルイ'],"['しば（る）', 'つな（ぐ）', 'なわ']",27
纍,-1,['ルイ'],[],21
繘,-1,['キツ'],[],18
繢,-1,['カイ'],[],18
繣,-1,['カイ'],[],18
繥,-1,['キ'],[],18
繐,-1,['ケイ'],[],18
絸,-1,['ケン'],['まゆ'],13
蠒,-1,['ケン'],['まゆ'],20
繠,-1,['ズイ'],[],18
繟,-1,['セン'],[],18
繎,-1,['ゼン'],[],18
繒,-1,"['ショウ', 'ソウ']",[],18
繲,-1,['カイ'],[],19
